name,cluster,cluster_count,datasets,dates,recognized_in_first_dataset,recognized_in_last_dataset
Melanerpes formicivorus,"Balanosphyra formicivora, Melanerpes formicivorus angustifrons, Melanerpes formicivorus bairdi, Melanerpes formicivorus",4,Checklist aou_1.csv (1886); Dataset aou_2_08 (1897); Dataset aou_4 (1931); Dataset aou_4_26 (1951); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1897; 1931; 1951; 1957; February 1982; 2017,yes,yes
Melanerpes chrysogenys,Melanerpes chrysogenys,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Coturnix japonica,Coturnix japonica,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Lochmias nematura,Lochmias nematura,1,Dataset aou_6 (1983); Dataset aou_6_37 (1989); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1989; 2017,no,yes
Aythya americana,"Marila americana, Aythya americana, Nyroca americana",3,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_4_20 (1945); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; 1945; February 1982; 2017,yes,yes
Cyphorhinus phaeocephalus,Cyphorhinus phaeocephalus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Euphonia elegantissima,Euphonia elegantissima,1,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_6 (1983); Dataset aou_6_41 (1997); Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1983; 1997; 2003; 2017,yes,yes
Contopus lugubris,Contopus lugubris,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Haematopus palliatus,Haematopus palliatus,1,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1931; 1957; February 1982; 2017,yes,yes
Phylloscopus xanthodryas,Phylloscopus xanthodryas,1,Dataset aou_7_55 (2014),2014,no,no
Branta nigricans,Branta nigricans,1,Checklist aou_1.csv (1886); Dataset aou_4_19 (1944); Dataset aou_4_26 (1951); Dataset aou_5_33 (1976),1886; 1944; 1951; 1976,yes,no
Parkesia noveboracensis,"Parkesia noveboracensis, Seiurus noveboracensis, Seiurus noveboracensis notabilis",3,Checklist aou_1.csv (1886); Dataset aou_3_17 (1920); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1920; 1931; 1957; January 1982; February 1982; 1983; 2010; 2017,yes,yes
Pachyramphus homochrous,Pachyramphus homochrous,1,Dataset aou_6 (1983); Dataset aou_6_35 (1985); Dataset aou_6_41 (1997); Dataset aou_7 (1998); Dataset aou_7_44 (2003); Dataset aou_7_45 (2004); Dataset aou_7_52 (2011); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1985; 1997; 1998; 2003; 2004; 2011; 2017,no,yes
Brachyramphus brevirostris,"Brachyramphus brevirostre, Brachyramphus brevirostris, Brachyramphus kittlitzii",3,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1957; 1973; February 1982; 2017,yes,yes
Sclerurus guatemalensis,Sclerurus guatemalensis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Caracara cheriway,"Caracara cheriway, Polyborus cheriway",2,Checklist aou_1.csv (1886); Dataset aou_4_25 (1950); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Dataset aou_7_42 (2000); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1950; 1957; January 1982; 2000; 2017,yes,yes
Pavo cristatus,Pavo cristatus,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_53 (2012); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2012; 2017,no,yes
Lampornis clemenciae,"Cyanolaemus clemenciae, Coeligena clemenciae, Lampornis clemenciae",3,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; February 1982; 2017,yes,yes
Buteogallus meridionalis,Buteogallus meridionalis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
