name,cluster,cluster_count,datasets,dates,recognized_in_first_dataset,recognized_in_last_dataset
Saltator coerulescens,Saltator coerulescens,1,Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2009; 2017,no,yes
Leptotrygon veraguensis,"Geotrygon veraguensis, Leptotrygon veraguensis",2,Dataset aou_6 (1983); Dataset aou_7_49 (2008); Dataset aou_7_55 (2014); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2008; 2014; 2017,no,yes
Campylorhynchus jocosus,Campylorhynchus jocosus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Podilymbus gigas,Podilymbus gigas,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Myiozetetes texensis,Myiozetetes texensis,1,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902),1886; 1902,yes,no
Vireo crassirostris,Vireo crassirostris,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Campylorhynchus albobrunneus,Campylorhynchus albobrunneus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Phaenostictus mcleannani,Phaenostictus mcleannani,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1997; 2017,no,yes
Picoides arcticus,Picoides arcticus,1,Checklist aou_1.csv (1886); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1957; January 1982; February 1982; 2017,yes,yes
Notharchus pectoralis,"Bucco pectoralis, Notharchus pectoralis",2,Dataset aou_6 (1983); Dataset aou_6_39 (1993); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1993; 2017,no,yes
Conirostrum leucogenys,Conirostrum leucogenys,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Melospiza lincolnii,"Melospiza lincolnii, Melospiza lincolni",2,Checklist aou_1.csv (1886); Dataset aou_2 (1895); Dataset aou_3 (1910); Dataset aou_4_19 (1944); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1895; 1910; 1944; January 1982; February 1982; 2017,yes,yes
Taraba major,Taraba major,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1997; 2017,no,yes
Aegolius ridgwayi,Aegolius ridgwayi,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Ardea cocoi,Ardea cocoi,1,Dataset aou_6 (1983); Dataset aou_6_39 (1993); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1993; 2017,no,yes
Spinus atriceps,"Spinus atriceps, Carduelis atriceps",2,Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2009; 2017,no,yes
Sitta canadensis,Sitta canadensis,1,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; February 1982; 2017,yes,yes
Charadrius montanus,"Aegialitis montana, Podasocys montana, Charadrius montanus, Podasocys montanus, Eupoda montana",5,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; 1910; 1931; 1973; February 1982; 2017,yes,yes
Brotogeris versicolurus,Brotogeris versicolurus,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7 (1998); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 1998; 2017,no,yes
Stercorarius maccormicki,"Catharacta maccormicki, Stercorarius maccormicki",2,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_42 (2000); Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2000; 2006; 2017,no,yes
Vireo modestus,Vireo modestus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Porphyrio flavirostris,"Porphyrio flavirostris, Porphyrula flavirostris",2,Dataset aou_6_38 (1991); Dataset aou_7_43 (2002); Checklist NACC_list_species_aou_7_57.csv (2017),1991; 2002; 2017,no,yes
Rhynchopsitta terrisi,Rhynchopsitta terrisi,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Pterodroma hypoleuca,Pterodroma hypoleuca,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Sturnella superciliaris,Sturnella superciliaris,1,Dataset aou_6_41 (1997),1997,no,no
Oreothlypis peregrina,"Oreothlypis peregrina, Vermivora peregrina, Helminthophila peregrina",3,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_3_17 (1920); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; 1920; 1957; January 1982; February 1982; 1983; 2010; 2017,yes,yes
Ammodramus savannarum,"Ammodramus savannarum perpallidus, Ammodramus savannarum passerinus, Ammodramus savannarum, Coturniculus savannarum",4,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_2_15 (1909); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; 1909; January 1982; February 1982; 2017,yes,yes
Phylloscopus trochilus,Phylloscopus trochilus,1,Dataset aou_4_23 (1948); Dataset aou_5_34 (January 1982); Dataset aou_7_45 (2004); Checklist NACC_list_species_aou_7_57.csv (2017),1948; January 1982; 2004; 2017,no,yes
Fregata ariel,Fregata ariel,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Dendroica nigrifrons,Dendroica nigrifrons,1,Dataset aou_2_10 (1901); Dataset aou_2_12 (1903),1901; 1903,no,no
Zeledonia coronata,Zeledonia coronata,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Emberizoides herbicola,Emberizoides herbicola,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Goldmania violiceps,Goldmania violiceps,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Numenius arquata,"Numenius arquata, Numenius arquatus",2,Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1931; 1944; 1957; February 1982; 2017,no,yes
Polioptila melanura,Polioptila melanura,1,Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_6_37 (1989); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1931; January 1982; February 1982; 1983; 1989; 2010; 2017,no,yes
Netta rufina,Netta rufina,1,Checklist aou_1.csv (1886); Dataset aou_4_30 (1955),1886; 1955,yes,no
Parabuteo unicinctus,"Parabuteo unicinctus, Parabuteo unicinctus harrisi",2,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_3_18 (1923); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Dataset aou_7 (1998); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; 1923; 1957; February 1982; 1998; 2017,yes,yes
Crypturellus cinnamomeus,Crypturellus cinnamomeus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Lophodytes cucullatus,Lophodytes cucullatus,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes
Pachyramphus versicolor,Pachyramphus versicolor,1,Dataset aou_6 (1983); Dataset aou_6_35 (1985); Dataset aou_6_41 (1997); Dataset aou_7 (1998); Dataset aou_7_44 (2003); Dataset aou_7_45 (2004); Dataset aou_7_52 (2011); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1985; 1997; 1998; 2003; 2004; 2011; 2017,no,yes
Vireo griseus,"Vireo griseus, Vireo noveboracensis",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; February 1982; 2017,yes,yes
Pheugopedius spadix,"Pheugopedius spadix, Thryothorus spadix",2,Dataset aou_6 (1983); Dataset aou_7_53 (2012); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2012; 2017,no,yes
Tangara fucosa,Tangara fucosa,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Haplospiza rustica,Haplospiza rustica,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Amazilia amabilis,Amazilia amabilis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Ectopistes migratorius,Ectopistes migratorius,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes
Contopus virens,"Contopus virens, Myiochanes virens",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_4_22 (1947); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; 1947; January 1982; February 1982; 2017,yes,yes
Xiphorhynchus guttatus,Xiphorhynchus guttatus,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997),1983; 1997,no,no
Ixobrychus neoxenus,"Ixobrychus neoxenus, Ardetta neoxena, Botaurus neoxenus",3,Dataset aou_1_01 (1889); Dataset aou_1_05 (1893); Dataset aou_2_14 (1908); Dataset aou_3_18 (1923),1889; 1893; 1908; 1923,no,no
Cantorchilus leucopogon,"Thryothorus leucopogon, Cantorchilus leucopogon",2,Dataset aou_6 (1983); Dataset aou_7_53 (2012); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2012; 2017,no,yes
Melanerpes aurifrons,"Melanerpes aurifrons, Centurus aurifrons",2,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_5_33 (1976); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; 1976; February 1982; 2017,yes,yes
Momotus mexicanus,Momotus mexicanus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Coragyps atratus,"Coragyps atratus, Coragyps urubu, Catharista urubu, Catharista atrata",4,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_3_17 (1920); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1920; 1931; February 1982; 2017,yes,yes
Patagioenas squamosa,"Patagioenas squamosa, Columba squamosa",2,Dataset aou_2_10 (1901); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),1901; 1957; February 1982; 2003; 2017,no,yes
Myrmotherula schisticolor,Myrmotherula schisticolor,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1997; 2017,no,yes
Leucosticte griseonucha,Leucosticte griseonucha,1,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_4_19 (1944),1886; 1909; 1944,yes,no
Pachysylvia aurantiifrons,"Hylophilus aurantiifrons, Pachysylvia aurantiifrons",2,Dataset aou_6 (1983); Dataset aou_7_57 (2016); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2016; 2017,no,yes
Cyanolyca mirabilis,Cyanolyca mirabilis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Onychoprion anaethetus,"Sterna anaethetus, Sterna anaetheta, Onychoprion anaethetus",3,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1931; February 1982; 2006; 2017,yes,yes
Lampornis hemileucus,Lampornis hemileucus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Platyrinchus mystaceus,Platyrinchus mystaceus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Claravis mondetoura,Claravis mondetoura,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Atticora pileata,"Notiochelidon pileata, Atticora pileata",2,Dataset aou_6 (1983); Dataset aou_7_57 (2016); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2016; 2017,no,yes
Dendrortyx barbatus,Dendrortyx barbatus,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1997; 2017,no,yes
Grus americana,Grus americana,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes
Calcarius ornatus,Calcarius ornatus,1,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 2010; 2017,yes,yes
Contopus latirostris,Contopus latirostris,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Megascops clarkii,"Otus clarkii, Megascops clarkii",2,Dataset aou_6 (1983); Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2003; 2017,no,yes
Xenotriccus mexicanus,Xenotriccus mexicanus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Pitangus derbianus,Pitangus derbianus,1,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908),1886; 1908,yes,no
Mellisuga helenae,Mellisuga helenae,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Amaurolimnas concolor,Amaurolimnas concolor,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Sclerurus mexicanus,Sclerurus mexicanus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Amazona guildingii,Amazona guildingii,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Procelsterna cerulea,Procelsterna cerulea,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Cettia diphone,Cettia diphone,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 1983; 2010; 2017,no,yes
Molothrus bonariensis,Molothrus bonariensis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Myrmeciza zeledoni,Myrmeciza zeledoni,1,Dataset aou_7_54 (2013); Checklist NACC_list_species_aou_7_57.csv (2017),2013; 2017,no,yes
Lanio leucothorax,Lanio leucothorax,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Icterus pectoralis,Icterus pectoralis,1,Dataset aou_4_31 (1956); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1956; 1957; January 1982; February 1982; 1983; 2017,no,yes
Larus atlanticus,Larus atlanticus,1,Dataset aou_6_41 (1997),1997,no,no
Jacana jacana,Jacana jacana,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Aphelocoma unicolor,Aphelocoma unicolor,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Buteo platypterus,"Buteo latissimus, Buteo platypterus",2,Checklist aou_1.csv (1886); Dataset aou_2_10 (1901); Dataset aou_2_15 (1909); Dataset aou_3_18 (1923); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1901; 1909; 1923; February 1982; 2017,yes,yes
Certhia americana,Certhia americana,1,Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),February 1982; 2017,no,yes
Pycnonotus cafer,Pycnonotus cafer,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Piranga ludoviciana,Piranga ludoviciana,1,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_2_15 (1909); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1909; 1931; January 1982; February 1982; 1983; 2009; 2017,yes,yes
Loxigilla violacea,Loxigilla violacea,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Ardea wardi,Ardea wardi,1,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903),1886; 1903,yes,no
Amazilia candida,Amazilia candida,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Helicolestes hamatus,"Rostrhamus hamatus, Helicolestes hamatus",2,Dataset aou_6 (1983); Dataset aou_7_49 (2008); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2008; 2017,no,yes
Melanospiza richardsoni,Melanospiza richardsoni,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Muscicapa sibirica,Muscicapa sibirica,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_45 (2004); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2004; 2017,no,yes
Hylocichla mustelina,"Turdus mustelinus, Hylocichla mustelina",2,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; January 1982; February 1982; 1983; 2017,yes,yes
Amaurospiza concolor,Amaurospiza concolor,1,Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2009; 2017,no,yes
Anas strepera,"Chaulelasmus streperus, Anas strepera",2,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_4_21 (1946); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1946; February 1982; 2017,yes,yes
Junco bairdi,Junco bairdi,1,Checklist aou_1.csv (1886); Dataset aou_5_32 (1973),1886; 1973,yes,no
Chlorodrepanis virens,"Hemignathus virens, Chlorodrepanis virens",2,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_40 (1995); Dataset aou_7_56 (2015); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 1995; 2015; 2017,no,yes
Baeolophus inornatus,"Parus inornatus, Parus inornatus griseus, Parus inornatus cineraceus, Baeolophus inornatus",4,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_4_19 (1944); Checklist aou_5_34.csv (February 1982); Dataset aou_6_41 (1997); Dataset aou_7 (1998); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; 1944; February 1982; 1997; 1998; 2017,yes,yes
Leptotila verreauxi,"Leptotila verreauxi, Leptotila fulviventris",2,Dataset aou_1_07 (1895); Dataset aou_2 (1895); Dataset aou_4_19 (1944); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1895; 1944; January 1982; February 1982; 2017,no,yes
Anthus spinoletta,Anthus spinoletta,1,Dataset aou_4 (1931); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Dataset aou_6_37 (1989),1931; 1957; February 1982; 1989,no,no
Oceanodroma cheimomnestes,Oceanodroma cheimomnestes,1,Dataset aou_7_57 (2016); Checklist NACC_list_species_aou_7_57.csv (2017),2016; 2017,no,yes
Colaptes punctigula,Colaptes punctigula,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Glaucidium jardinii,Glaucidium jardinii,1,Dataset aou_6 (1983); Dataset aou_7_42 (2000),1983; 2000,no,no
Accipiter superciliosus,Accipiter superciliosus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Chondestes grammacus,"Chondestes grammacus strigatus, Chondestes grammacus",2,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 2017,yes,yes
Botaurus lentiginosus,Botaurus lentiginosus,1,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1931; February 1982; 2017,yes,yes
Margarornis rubiginosus,Margarornis rubiginosus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Myiobius sulphureipygius,Myiobius sulphureipygius,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Claravis pretiosa,Claravis pretiosa,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Todirostrum cinereum,Todirostrum cinereum,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Loxioides bailleui,Loxioides bailleui,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Circus hudsonius,Circus hudsonius,1,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_3_18 (1923); Dataset aou_4_19 (1944),1886; 1909; 1923; 1944,yes,no
Lepidopyga coeruleogularis,Lepidopyga coeruleogularis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Amazilia cyanifrons,Amazilia cyanifrons,1,Dataset aou_6 (1983); Dataset aou_7_43 (2002),1983; 2002,no,no
Ninox japonica,Ninox japonica,1,Dataset aou_7_55 (2014); Checklist NACC_list_species_aou_7_57.csv (2017),2014; 2017,no,yes
Fratercula cirrhata,"Lunda cirrhata, Fratercula cirrhata",2,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 2017,yes,yes
Rhynchortyx cinctus,Rhynchortyx cinctus,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1997; 2017,no,yes
Euphonia imitans,Euphonia imitans,1,Dataset aou_6 (1983); Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2003; 2017,no,yes
Dives dives,Dives dives,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Coccyzus ferrugineus,Coccyzus ferrugineus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Tringa melanoleuca,"Tringa melanoleuca, Totanus melanoleucus",2,Checklist aou_1.csv (1886); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1957; 1973; February 1982; 2017,yes,yes
Megarynchus pitangua,Megarynchus pitangua,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Strix varia,"Syrnium nebulosum, Syrnium varium, Strix varia, Syrnium nebulosum alleni",4,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_2_14 (1908); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; 1908; February 1982; 2017,yes,yes
Chroicocephalus cirrocephalus,"Chroicocephalus cirrocephalus, Larus cirrocephalus",2,Dataset aou_7_43 (2002); Dataset aou_7_49 (2008); Checklist NACC_list_species_aou_7_57.csv (2017),2002; 2008; 2017,no,yes
Francolinus erckelii,Francolinus erckelii,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Priotelus temnurus,Priotelus temnurus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Lanio aurantius,Lanio aurantius,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Hylocharis humboldtii,Hylocharis humboldtii,1,Dataset aou_7_46 (2005); Checklist NACC_list_species_aou_7_57.csv (2017),2005; 2017,no,yes
Ardenna gravis,"Ardenna gravis, Puffinus gravis, Puffinus major",3,Checklist aou_1.csv (1886); Dataset aou_2_08 (1897); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Dataset aou_7_51 (2010); Dataset aou_7_57 (2016); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1897; 1923; 1931; February 1982; 2010; 2016; 2017,yes,yes
Stelgidopteryx serripennis,Stelgidopteryx serripennis,1,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; January 1982; February 1982; 2017,yes,yes
Vireo bellii,"Vireo belli, Vireo bellii, Vireo bellii pusillus",3,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_3 (1910); Dataset aou_4_19 (1944); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1910; 1944; February 1982; 2017,yes,yes
