"","sum_redescriptions","mean_redescriptions","count","min","mean","max","significant","interval_width"
"Puffinus",7,1,7,0.0985955223382453,1.23795537546875,2.2938908238043,"yes",2.19529530146605
"Pyrocephalus",0,0,1,-2.28277720164514,-0.303030999736117,1.49652313520667,"no",3.7793003368518
"Pyrrhula",1,1,1,-1.17993186231764,0.64485006948162,2.30052380598861,"no",3.48045566830625
"Quiscalus",7,2.33333333333333,3,0.729512090048918,1.81290467476695,2.84359063988947,"yes",2.11407854984055
"Rallus",9,1.8,5,0.576397049693827,1.61775660730762,2.60893118362099,"yes",2.03253413392716
"Recurvirostra",0,0,1,-2.30281066855214,-0.297936937001378,1.5317022454953,"no",3.83451291404744
"Regulus",0,0,2,-2.46095316684781,-0.492973216577774,1.23794696237394,"no",3.69890012922175
"Rhodostethia",0,0,1,-2.25774149935559,-0.232436278986329,1.63047978402215,"no",3.88822128337774
"Rhynchophanes",0,0,1,-2.3525973062034,-0.289157522691152,1.62851823081277,"no",3.98111553701616
"Rhynchopsitta",0,0,1,-2.2647048557834,-0.289465333822094,1.53686686206066,"no",3.80157171784406
"Riparia",0,0,1,-2.34234295890065,-0.363508947621436,1.43813623476044,"no",3.78047919366108
"Rissa",0,0,2,-2.39203181150779,-0.394876414414357,1.41284756312624,"no",3.80487937463403
"Rostrhamus",0,0,1,-2.34492412277341,-0.337383018744302,1.47858208059588,"no",3.82350620336929
"Rynchops",0,0,1,-2.22719410744974,-0.242309093484785,1.60840362068433,"no",3.83559772813407
"Salpinctes",1,1,1,-1.33166130895494,0.469376468603963,2.09009256200308,"no",3.42175387095802
"Sarcoramphus",0,0,1,-2.24068615979303,-0.216775568430188,1.66226726476194,"no",3.90295342455497
"Sayornis",0,0,3,-2.50976097571697,-0.642513618984446,0.982355090175752,"no",3.49211606589273
"Scolopax",0,0,2,-2.38698121809811,-0.456417125126019,1.23727698105175,"no",3.62425819914986
"Seiurus",0,0,1,-2.31146819240475,-0.230658794836133,1.66974290750189,"no",3.98121109990664
"Selasphorus",0,0,4,-2.42782128767527,-0.576610397749013,1.08114689951109,"no",3.50896818718636
"Setophaga",6,0.230769230769231,26,-0.650037383516608,0.40438060270623,1.50822645722074,"no",2.15826384073735
"Sialia",0,0,3,-2.45847847368736,-0.603126409124126,1.03111449942324,"no",3.4895929731106
"Sitta",0,0,4,-2.48338919938902,-0.692197875599637,0.927014245843075,"no",3.4104034452321
"Somateria",1,0.333333333333333,3,-1.57634459771643,0.0538349804130293,1.49478880258849,"no",3.07113340030492
"Sphyrapicus",4,1,4,-0.170169340778774,1.05570886168216,2.20559201894416,"no",2.37576135972294
"Spinus",0,0,5,-2.67381463019228,-0.875446968296689,0.659440803716371,"no",3.33325543390865
"Spiza",0,0,1,-2.34436736338291,-0.281987117472814,1.59735331844942,"no",3.94172068183233
"Spizella",0,0,6,-2.82024876582703,-1.04706178282645,0.426913296580078,"no",3.2471620624071
"Spizelloides",0,0,1,-2.3734833629329,-0.388042838200995,1.41137731535843,"no",3.78486067829133
"Sporophila",0,0,1,-2.34897977870607,-0.329022671189348,1.4908980296938,"no",3.83987780839987
"Starnoenas",0,0,1,-2.25125859469488,-0.246289520548256,1.61959391503316,"no",3.87085250972804
"Stelgidopteryx",2,1,2,-0.801310640013403,0.797421094450403,2.23254939080199,"no",3.03386003081539
"Stercorarius",2,0.5,4,-1.06559469522088,0.392095009442839,1.75248150546804,"no",2.81807620068892
"Sterna",0,0,4,-2.52643660128259,-0.60202583214431,1.08188639039694,"no",3.60832299167953
"Sternula",4,2,2,0.713739554984846,2.02615530055865,3.27469550851466,"yes",2.56095595352981
"Streptopelia",0,0,2,-2.27855151625478,-0.291687065352534,1.52513749753958,"no",3.80368901379436
"Strix",0,0,3,-2.45151330944769,-0.571640025873922,1.07794609852044,"no",3.52945940796813
"Sturnella",2,1,2,-0.776623413010871,0.734448045114266,2.11050434809766,"no",2.88712776110854
"Sturnus",0,0,1,-2.35409342092765,-0.312301736532608,1.53506999472412,"no",3.88916341565177
"Sula",6,1.2,5,0.0979642659770099,1.3037994337274,2.46081805401486,"yes",2.36285378803785
"Surnia",0,0,1,-2.27201066207665,-0.281977674725063,1.5495139130699,"no",3.82152457514655
"Synthliboramphus",2,0.5,4,-0.821688275047792,0.684460853491844,2.05229269647732,"no",2.87398097152511
"Tachybaptus",0,0,1,-2.37224198342869,-0.367902087862671,1.45262959683255,"no",3.82487158026124
"Tachycineta",0,0,3,-2.49766477520281,-0.694684319759286,0.876929682886885,"no",3.3745944580897
"Thalassarche",2,0.5,4,-0.839809427286869,0.685582712014463,2.05954952706732,"no",2.89935895435418
"Thalasseus",0,0,3,-2.38196084607958,-0.501167514120865,1.1526994283862,"no",3.53466027446577
"Thryomanes",1,1,1,-1.27702111894391,0.474804759116514,2.07540635325965,"no",3.35242747220356
"Thryothorus",0,0,1,-2.39747569403629,-0.367182045427704,1.46457065514221,"no",3.86204634917849
"Tiaris",0,0,2,-2.43468580361969,-0.509483815211189,1.21733554164737,"no",3.65202134526706
"Toxostoma",0,0,8,-2.76921220906046,-0.946861098676822,0.635849670169911,"no",3.40506187923037
"Tringa",0,0,8,-2.68979611660748,-0.949075108167097,0.58074824471323,"no",3.27054436132071
"Troglodytes",5,1.66666666666667,3,0.493945555478206,1.70054576780642,2.82444480279911,"yes",2.3304992473209
"Trogon",2,2,1,-0.479631871233063,1.22800281542428,2.81939115856149,"no",3.29902302979456
"Turdus",1,0.25,4,-1.55916919579165,0.0717104292606161,1.50367576228985,"no",3.0628449580815
"Tympanuchus",1,0.333333333333333,3,-1.77721691860192,-0.173363647064292,1.23375004226321,"no",3.01096696086513
"Tyrannus",0,0,7,-2.7691116631055,-0.974664981153545,0.509680543317984,"no",3.27879220642348
"Tyto",1,1,1,-1.23271987605911,0.616983047494348,2.37258773001794,"no",3.60530760607704
"Uria",0,0,2,-2.46315352486095,-0.444862402215448,1.36164258620664,"no",3.82479611106759
"Vanellus",0,0,1,-2.36737500244166,-0.348178455782858,1.46857041860511,"no",3.83594542104676
"Vermivora",0,0,3,-2.45401382867604,-0.490408420006886,1.25363722374879,"no",3.70765105242483
"Vireo",6,0.428571428571429,14,-0.625325337818614,0.482769339520792,1.56165671604107,"no",2.18698205385969
"Xanthocephalus",0,0,1,-2.35268043989634,-0.388640871478544,1.36721620366656,"no",3.7198966435629
"Xema",0,0,1,-2.30880179564984,-0.248805756070372,1.68069301614987,"no",3.98949481179971
"Zenaida",0,0,3,-2.50875211406653,-0.523938007074752,1.18471671004666,"no",3.69346882411319
"Zonotrichia",0,0,4,-2.6417134053692,-0.867171537877687,0.649197091303833,"no",3.29091049667304
